parameter	outer_width	inner_width	point_est	ll	l	m	h	hh
r_site:id[TEE_D217831,Intercept]	0.95	0.8	median	-0.2042816325867979	-0.07853730571727913	0.1469945043635867	0.6057366724490584	0.8636163500578632
r_site:id[TEE_D217835,Intercept]	0.95	0.8	median	-0.3922122888093689	-0.20630298436220793	0.029496920629309725	0.3435550769335435	0.5617563264315801
r_site:id[TEE_D217864,Intercept]	0.95	0.8	median	-0.6278639878342195	-0.38213441071470405	-0.03387880863922448	0.1986816791460039	0.40176992977810067
r_site:id[TEE_D217993,Intercept]	0.95	0.8	median	-0.4001857303545097	-0.2224251955512165	0.026887335039477975	0.3386203536375658	0.5653450252411172
r_site:id[TEE_D229063,Intercept]	0.95	0.8	median	-0.618569991681438	-0.39771790825604625	-0.03105517959418795	0.22302924276664382	0.4063991488861377
r_site:id[TEE_D229155,Intercept]	0.95	0.8	median	-0.5482123638534748	-0.3617775246822107	-0.0359227063110928	0.20074323615380987	0.3986583840040267
r_site:id[TEE_D229675,Intercept]	0.95	0.8	median	-0.5115298920197078	-0.2952286477325831	0.0037867843601572452	0.31117983938285887	0.5354853768906968
r_site:id[TEE_D229676,Intercept]	0.95	0.8	median	-0.48895708795073517	-0.24987165126386052	0.01629900949925545	0.3435030716415019	0.6023579575885181
r_site:id[TEE_D229705,Intercept]	0.95	0.8	median	-0.612139832028393	-0.3940044215286097	-0.052240412355828075	0.14807971772585407	0.2991079638543457
r_site:id[TEE_D229707,Intercept]	0.95	0.8	median	-0.5291200855612482	-0.28915467722258337	-0.0014681445036743394	0.27530052150354156	0.4971157193811513
r_site:id[TEE_D229753,Intercept]	0.95	0.8	median	-0.2821063787296055	-0.11582603235187496	0.08798132979734512	0.4501889470110008	0.6956784252490359
r_site:id[TEE_D237304,Intercept]	0.95	0.8	median	-0.6001223643174844	-0.3643397483596725	-0.018680129413589798	0.22911228121625138	0.4283054772544405
r_site:id[TEE_D237385,Intercept]	0.95	0.8	median	-0.5405975965682498	-0.2960479640676928	-0.002477178931100094	0.27253769318560256	0.47422061268660837
r_site:id[TEE_D244025,Intercept]	0.95	0.8	median	-0.46522853368168127	-0.24713443851430927	0.011570605496525617	0.31497554315776904	0.5515290880351296
r_site:id[TEE_D244027,Intercept]	0.95	0.8	median	-0.6479010877440698	-0.4406810271299962	-0.07800458291834467	0.12267521825028585	0.2947231958640577
r_year[2002,Intercept]	0.95	0.8	median	-0.47739580978384444	-0.2977811880016716	-0.04202364055568721	0.14367163001965558	0.26663960132141695
r_year[2003,Intercept]	0.95	0.8	median	-0.15413797920393388	-0.0604636571996954	0.0857023930522077	0.30368673630378223	0.42246659741586523
r_year[2004,Intercept]	0.95	0.8	median	-0.2151068990895533	-0.11837863161528292	0.036944734644678935	0.2230917851920373	0.3266935631410261
r_year[2005,Intercept]	0.95	0.8	median	-0.02931267073514306	0.024701554789204307	0.2092984022169018	0.4322674691260288	0.5551040668518739
r_year[2006,Intercept]	0.95	0.8	median	-0.3565441829255318	-0.24953325874045124	-0.08385203136354978	0.05351839195720187	0.14500837750475795
r_year[2007,Intercept]	0.95	0.8	median	-0.10039377227338407	-0.03642776967282674	0.09246435526317417	0.25667540557571944	0.3480437317150797
r_year[2008,Intercept]	0.95	0.8	median	-0.38688316201256084	-0.28480337397950445	-0.11994228750417901	0.011090527694404504	0.07365377922980773
r_year[2009,Intercept]	0.95	0.8	median	-0.3006924694658593	-0.198489782855	-0.02454259760289763	0.11588795622411666	0.20332222047601117
r_year[2010,Intercept]	0.95	0.8	median	-0.4415852019035166	-0.2870216467724159	-0.07712940745359011	0.08513069879401494	0.1814763068621451
r_year[2011,Intercept]	0.95	0.8	median	-0.4609566240346368	-0.28998598646872575	-0.04350517716316045	0.13704130110123058	0.26604290614189724
r_year[2012,Intercept]	0.95	0.8	median	-0.34329208440594094	-0.17486995697129432	0.027052170907596765	0.25933393087985995	0.4180167056770045
r_year[2013,Intercept]	0.95	0.8	median	-0.49226882315159537	-0.2850692621433783	-0.030777005941117618	0.17364195487856093	0.32661692779270907
lprior	0.95	0.8	median	-9.152082583425067	-9.062678499882438	-8.9448156034661	-8.860931835863157	-8.824746733010166
lp__	0.95	0.8	median	-799.5065785053745	-789.7056284553918	-771.8240179262582	-751.2705998747352	-739.6301774875872
